Index,Anotação
"Camarão internacional, prato perfeito. Melhor Petit gateau de Brasília... Atendimento impecável, super recomendo!","{'entities': [(0, 21, 'COMIDA'), (23, 28, 'COMIDA'), (46, 58, 'COMIDA'), (74, 85, 'SERVIÇO'), (62, 70, 'LOCALIZAÇÃO')]}"
"Atendimento da DÉBORA excelente, extremamente educada. Os pratos estavam shows, Camarao internacional e File coco bambu. 🥰","{'entities': [(58, 64, 'COMIDA'), (80, 101, 'COMIDA'), (104, 119, 'COMIDA'), (0, 11, 'SERVIÇO'), (15, 21, 'SERVIÇO')]}"
"Camarao internacional é o mais conhecido, mas o camarão mediterrâneo é o mais gostoso! O frapuccino também é maravilhoso! Nunca me arrependi de arriscar um prato diferente la. Ambiente lindo! Vive lotado,tem que chegar cedo aos finais de semana ou ir com disposição para espera","{'entities': [(176, 184, 'AMBIENTE'), (0, 21, 'COMIDA'), (48, 68, 'COMIDA'), (89, 99, 'COMIDA'), (156, 161, 'COMIDA')]}"
"O restaurante tem um cardápio variado de comidas e bebidas. Também possui cupons em seu próprio aplicativo o que deixa alguns pratos com um bom custo-beneficio. Infelizmente, o meu prato (camarão de Itamaracá) chegou após uma hora da realização do pedido. Mantenho a classificação de...Mais","{'entities': [(2, 13, 'GERAL'), (21, 29, 'COMIDA'), (41, 48, 'COMIDA'), (126, 132, 'COMIDA'), (181, 186, 'COMIDA'), (188, 208, 'COMIDA'), (51, 58, 'BEBIDA'), (74, 80, 'PREÇO'), (144, 159, 'PREÇO')]}"
"Um dos melhores restaurantes de Salvador sem duvida. A fila de espera vale a pena. Comida boa, preço relativamente bom. Atendimento perfeito.","{'entities': [(16, 28, 'GERAL'), (83, 89, 'COMIDA'), (120, 131, 'SERVIÇO'), (95, 100, 'PREÇO'), (32, 40, 'LOCALIZAÇÃO')]}"
"Tudo maravilhoso atendimento nota 10 do seu Ari ,drinks perfeitos e porções bem servidas .Preco compatível.","{'entities': [(68, 75, 'COMIDA'), (49, 55, 'BEBIDA'), (17, 28, 'SERVIÇO'), (40, 47, 'SERVIÇO')]}"
Local ótimo... pratos deliciosos e atendimento excelente do Jean e Moacir!! Vale muito a pena! Voltaremos sempre!,"{'entities': [(0, 5, 'GERAL'), (15, 21, 'COMIDA'), (35, 46, 'SERVIÇO'), (60, 64, 'SERVIÇO'), (67, 73, 'SERVIÇO')]}"
"Lugar agradável,  serviço impecável,  fomos atendidas pelo Maia, muito simpático,  sempre atento às nossas solicitações. Os pratos são super bem servidos e uma delícia.","{'entities': [(0, 5, 'GERAL'), (124, 130, 'COMIDA'), (18, 25, 'SERVIÇO'), (59, 63, 'SERVIÇO')]}"
"O restaurante é muito agradável, espaçoso, o atendimento agradável, a comida boa e os preços razoáveis. As porções são generosas, podendo ser dividido por 2 ou até 3 pessoas. O Camarão ao curry e o Peixe crocante ao coco, pratos pedidos pelo nosso grupo, estavam...Mais","{'entities': [(2, 13, 'GERAL'), (70, 76, 'COMIDA'), (107, 114, 'COMIDA'), (177, 193, 'COMIDA'), (198, 220, 'COMIDA'), (222, 228, 'COMIDA'), (45, 56, 'SERVIÇO'), (86, 92, 'PREÇO')]}"
"Além do ambiente e comida sempre impecáveis, quero deixar um elogio especial para a Fran e Bia que tornaram a nossa experiência melhor ainda. Muito atenciosas e queridas. Voltaremos em breve.Mais","{'entities': [(8, 16, 'AMBIENTE'), (19, 25, 'COMIDA'), (84, 88, 'SERVIÇO'), (91, 94, 'SERVIÇO')]}"
"Restaurante ótimo, aconchegante.. nem parece que estava na praia! Pratos deliciosos e boa aparência.","{'entities': [(0, 11, 'GERAL'), (66, 72, 'COMIDA'), (59, 64, 'LOCALIZAÇÃO')]}"
"Lugar agradável, atendimento razoável, música boa e comida que segue o mesmo padrão dos outros restaurantes da rede Cocobambu. Sempre uma boa opção.","{'entities': [(39, 45, 'AMBIENTE'), (0, 5, 'GERAL'), (95, 107, 'GERAL'), (116, 125, 'GERAL'), (52, 58, 'COMIDA'), (17, 28, 'SERVIÇO')]}"
"Melhor local para uma boa janta, na cidade de Fortaleza!!! Bom atendimento e boa receptividade!! Garçom show","{'entities': [(7, 12, 'GERAL'), (26, 31, 'COMIDA'), (63, 74, 'SERVIÇO'), (97, 103, 'SERVIÇO'), (46, 55, 'LOCALIZAÇÃO')]}"
"Fomos jantar um sábado à noite. Grupo de seis pessoas. Fizemos reserva. O local é bem agradável, com iluminação suave e boa música. A comida é muito boa e o forte da casa são os pratos com camarão e frutos do mar. As porções são...Mais","{'entities': [(101, 111, 'AMBIENTE'), (124, 130, 'AMBIENTE'), (74, 79, 'GERAL'), (6, 12, 'COMIDA'), (134, 140, 'COMIDA'), (178, 184, 'COMIDA'), (189, 196, 'COMIDA'), (199, 212, 'COMIDA'), (217, 224, 'COMIDA')]}"
"As instalações são excelentes, com amplos ambientes climatizados e varandas externas com temperatura ambiente. O cardápio é variado, com destaque para os pratos de camarão e frutos do mar.  De entrada, o pastel socadinho de camarão é imperdível. Muito bom também o couvert especial.  Os...Mais","{'entities': [(42, 51, 'AMBIENTE'), (67, 75, 'AMBIENTE'), (265, 272, 'AMBIENTE'), (3, 14, 'GERAL'), (113, 121, 'COMIDA'), (154, 160, 'COMIDA'), (164, 171, 'COMIDA'), (174, 187, 'COMIDA'), (193, 200, 'COMIDA'), (204, 231, 'COMIDA')]}"
"Ótima comida, ambiente, atendimento excelente realizado pelo garçom Raynan, excelente opção para datas comemorativas.","{'entities': [(14, 22, 'AMBIENTE'), (6, 12, 'COMIDA'), (24, 35, 'SERVIÇO'), (61, 74, 'SERVIÇO')]}"
"O restaurante fica no shopping iguatemi. O atendimento é ótimo e rápido, além de os garçons serem muito educados. O prato para três pessoas serve quatro, acredite kk. Recomendo, para quem não se importa de pagar pelo bom!","{'entities': [(2, 13, 'GERAL'), (116, 121, 'COMIDA'), (43, 54, 'SERVIÇO'), (84, 91, 'SERVIÇO'), (206, 220, 'PREÇO'), (22, 39, 'LOCALIZAÇÃO')]}"
"Pratos deliciosos!Restaurante muito aconchegante , e fomos muito bem atendidos pelo Cumim Diego ,muito atencioso e prestativo . Vamos retornar com certeza ! Recomendamos ..","{'entities': [(0, 6, 'COMIDA'), (84, 95, 'SERVIÇO')]}"
"Os melhores pratos, sabor incomparável e o atendimento sensacional! Gabriel e Nádia, vocês são incríveis!","{'entities': [(12, 18, 'COMIDA'), (43, 54, 'SERVIÇO'), (68, 75, 'SERVIÇO'), (78, 83, 'SERVIÇO')]}"
"Nossa experiência foi maravilhosa no qual foram 4 casais. O serviço dos garçons foi ótimo, sempre dispostos, sem atrasos nos pedidos  e os pratos pedidos vieram saborosos e nos serviram muito bem. A bebida é bem servida tbm. Parabéns ao Lino e Ramon a frente...Mais","{'entities': [(139, 145, 'COMIDA'), (199, 205, 'BEBIDA'), (60, 67, 'SERVIÇO'), (72, 79, 'SERVIÇO'), (237, 241, 'SERVIÇO'), (244, 249, 'SERVIÇO')]}"
"Pessoalmente, prefiro esse Coco Bambu às margens do Lago... O ambiente do restaurante é extremamente agradável e a vista muito aprazível!!!      Se lá estiver num dia de sol, de lua cheia ou na hora do por do sol....... poderá confirmar esta belíssima vista do Lago...Mais","{'entities': [(62, 70, 'AMBIENTE'), (115, 120, 'AMBIENTE'), (252, 257, 'AMBIENTE'), (27, 37, 'GERAL'), (74, 85, 'GERAL'), (41, 56, 'LOCALIZAÇÃO')]}"
"A comida estava ótimo, assim como a apresentação do prato. Drinks ótimos. O atendimento do garçom Mikael foi perfeito, extremamente atencioso e simpático!","{'entities': [(2, 8, 'COMIDA'), (52, 57, 'COMIDA'), (76, 87, 'SERVIÇO'), (91, 104, 'SERVIÇO')]}"
Fomos muito bem atendidos pelo garçom Gustavo. Primeira vez que visitamos o Coco Bambu e adoramos. Prato principal ótimo e bolo de cortesia maravilhoso.,"{'entities': [(76, 86, 'GERAL'), (99, 104, 'COMIDA'), (123, 127, 'COMIDA'), (31, 45, 'SERVIÇO'), (131, 139, 'PREÇO')]}"
"Chegamos no início do atendimento, tudo pronto e organizado equipe unida com atendimento excelente. Atendimento realizado pelo Eduardo, obrigado por tirar nossas dúvidas. Show","{'entities': [(22, 33, 'SERVIÇO'), (77, 88, 'SERVIÇO'), (100, 111, 'SERVIÇO'), (127, 134, 'SERVIÇO')]}"
Estive sabado 16/08 com minha familia e adoramos a nossa escolha para o sabado! pedimos de entrada o famoso camarão jangadeiro (foto em anexo) e foi a melhor pedida. como chegamos 12:20 nossa espera foi e menos de 10min para nos colocarem em uma mesa...Mais,"{'entities': [(246, 250, 'AMBIENTE'), (91, 98, 'COMIDA'), (108, 126, 'COMIDA')]}"
"Ambiente sofisticado; comida boa e rápida, preço razoável; musica boa; ótimo atendimento do garçom Darley.","{'entities': [(0, 8, 'AMBIENTE'), (59, 65, 'AMBIENTE'), (22, 28, 'COMIDA'), (77, 88, 'SERVIÇO'), (92, 105, 'SERVIÇO'), (43, 48, 'PREÇO')]}"
"Ótimo restaurante! Comidas deliciosas, funcionários atenciosos e cordiais! Qualquer prato vale a pena! Sempre uma boa opção! Recomendo!","{'entities': [(6, 17, 'GERAL'), (19, 26, 'COMIDA'), (84, 89, 'COMIDA')]}"
"Excelente ambiente, boa comida, preço razoável, boa carta de vinhos. Música excelente e bom atendimento!","{'entities': [(10, 18, 'AMBIENTE'), (69, 75, 'AMBIENTE'), (24, 30, 'COMIDA'), (52, 67, 'BEBIDA'), (92, 103, 'SERVIÇO'), (32, 37, 'PREÇO')]}"
"O Eduardo foi bastante atencioso, ótimo atendimento! A comida é deliciosa e caprichada, vale a visita.","{'entities': [(55, 61, 'COMIDA'), (2, 9, 'SERVIÇO'), (40, 51, 'SERVIÇO')]}"
"O Coco Bambu e sem duvida um ótimo restaurante para quem aprecia frutos do mar, todos os pratos de camarão são perfeitos!! E além disso também contam com pratos no cardápio que vão dos mais variados peixes a deliciosos filés como o Filé a Brasileira!!!","{'entities': [(2, 12, 'GERAL'), (35, 46, 'GERAL'), (65, 78, 'COMIDA'), (89, 95, 'COMIDA'), (99, 106, 'COMIDA'), (154, 160, 'COMIDA'), (164, 172, 'COMIDA'), (199, 205, 'COMIDA'), (219, 224, 'COMIDA'), (232, 249, 'COMIDA')]}"
"Excelente lugar, ambiente agradável e refeições excelentes. O atendimento do garçom Genival foi perfeito. Super recomendo.","{'entities': [(17, 25, 'AMBIENTE'), (10, 15, 'GERAL'), (38, 47, 'COMIDA'), (62, 73, 'SERVIÇO'), (77, 91, 'SERVIÇO')]}"
"Atendimento nota 10 em especial aos  garçons  Marcos Dias e Edinho muito atencioso, educados e ágil.  Prato perfeito e saboroso.","{'entities': [(102, 107, 'COMIDA'), (0, 11, 'SERVIÇO')]}"
"Restaurante excelente, ótima opção para almoçar no trabalho. Fomos atendido pelo Barroso, que foi super gentil e atencioso!","{'entities': [(0, 11, 'GERAL'), (40, 47, 'COMIDA'), (81, 88, 'SERVIÇO')]}"
"Matheus Carvalho muito atencioso, simpático, música muito boa experiência muito boa! Obrigada pelo serviço e por proporcionar essa experiência maravilhosa para nós! Beijo grande! Nota 10!!!!","{'entities': [(45, 51, 'AMBIENTE'), (0, 16, 'SERVIÇO'), (99, 106, 'SERVIÇO')]}"
Adoramos os pratos e o atendimento . Obrigada Valdilei pelas indicações e atenção . Voltaremos com certeza .,"{'entities': [(12, 18, 'COMIDA'), (23, 34, 'SERVIÇO'), (46, 54, 'SERVIÇO')]}"
"Ja conheci a nova filial no Tatuape, e é sem duvida a melhor comida do nordeste em SP, recomendo a todos","{'entities': [(61, 79, 'COMIDA'), (28, 35, 'LOCALIZAÇÃO'), (83, 85, 'LOCALIZAÇÃO')]}"
"Muito bom, recomendo! Atendimento, comida, ambiente, música ao vivo! Top  Dinheiro bem gasto. Voltarei com certeza e levarei mais familiares...","{'entities': [(43, 51, 'AMBIENTE'), (53, 59, 'AMBIENTE'), (35, 41, 'COMIDA'), (22, 33, 'SERVIÇO'), (74, 82, 'PREÇO')]}"
"Ótimo restaurante. Atendimento muito bom e preço razóavel. Fui com amigos da empresa, mas quero levar minha familia para conhecerem. Parabéns.","{'entities': [(6, 17, 'GERAL'), (19, 30, 'SERVIÇO'), (43, 48, 'PREÇO')]}"
"Este restaurante é divino! Comida saborosa, sucos diversos, linda vista e bom atendimento! Tudo que o turista pode querer!","{'entities': [(66, 71, 'AMBIENTE'), (5, 16, 'GERAL'), (27, 33, 'COMIDA'), (44, 49, 'BEBIDA'), (78, 89, 'SERVIÇO')]}"
"O ambiente e a comida são boas, o atendimento deixa a desejar, nem se compara ao nível do estabelecimento","{'entities': [(2, 10, 'AMBIENTE'), (90, 105, 'GERAL'), (15, 21, 'COMIDA'), (34, 45, 'SERVIÇO')]}"
"Lugar excelente, garçons muito educados e atenciosos. Sentamos em uma mesa do lado de fora e estava um clima bem agradável.  Pratos exageradamente grandes com uma comida espetacular. Pedimos lagosta internacional. MARAVILHOSA... Daria para 4 pessoas fácil.  Volto com certeza...","{'entities': [(70, 74, 'AMBIENTE'), (0, 5, 'GERAL'), (125, 131, 'COMIDA'), (163, 169, 'COMIDA'), (191, 212, 'COMIDA'), (17, 24, 'SERVIÇO')]}"
"Eu e minha familia, sempre que possível, costumamos comer no Coco Bambu por achar a comida muito boa, bem temperada, ingredintes selecionados e bom atendimento. ESQUECE TUDO QUE DISSE ACIMA. Dessa vez foi diferente, o camarão internacional veio com muito pouco camarão e muito arroz...Mais","{'entities': [(61, 71, 'GERAL'), (84, 90, 'COMIDA'), (218, 239, 'COMIDA'), (261, 268, 'COMIDA'), (277, 282, 'COMIDA'), (148, 159, 'SERVIÇO')]}"
"Excelente ambiente com boa música ambiente, comida saborosa, bebida gelada e uma super variação de cardápio! Agradecemos aos garçons Aiume e Luciano pelo atendimento. Recomendamos!!!","{'entities': [(10, 18, 'AMBIENTE'), (27, 33, 'AMBIENTE'), (34, 42, 'AMBIENTE'), (44, 50, 'COMIDA'), (99, 107, 'COMIDA'), (61, 67, 'BEBIDA'), (125, 138, 'SERVIÇO'), (141, 148, 'SERVIÇO'), (154, 165, 'SERVIÇO')]}"
Klylson e Dagma são os melhores atendimentos que eu já tive na minha experiência de Coco Bambu! Que todos atendentes tenham um aprendizado de como deixar um cliente feliz e satisfeito!!,"{'entities': [(84, 94, 'GERAL'), (0, 7, 'SERVIÇO'), (10, 15, 'SERVIÇO')]}"
Atendimento top do garçom Ricardo Mombasa Comemos o prato rede de pescador. Estava tido ótimo? Conforme esperado,"{'entities': [(58, 74, 'COMIDA'), (0, 11, 'SERVIÇO'), (19, 41, 'SERVIÇO')]}"
"Gostaria de avaliar positivamente o garçom Yan, o mesmo nos atendeu com muita presteza e atenção. Nota 1000.","{'entities': [(36, 46, 'SERVIÇO')]}"
Ambiente agradável e sem erro! Todos os pratos seguem um padrão então você sempre vai comer bem. Camarão ao coco é divino!!! Garçons atenciosos.,"{'entities': [(0, 8, 'AMBIENTE'), (40, 46, 'COMIDA'), (97, 112, 'COMIDA'), (125, 132, 'SERVIÇO')]}"
O Coco Bambu é um lugar que não pode estar fora da sua lista quando for a Brasília. Comida deliciosa e bom atendimento. O preço é justo e a quantidade de comida sobra para dois. Peça o camarão internacional ou o buffet do almoço.,"{'entities': [(2, 12, 'GERAL'), (18, 23, 'GERAL'), (84, 90, 'COMIDA'), (154, 160, 'COMIDA'), (185, 206, 'COMIDA'), (212, 218, 'COMIDA'), (222, 228, 'COMIDA'), (107, 118, 'SERVIÇO'), (122, 127, 'PREÇO'), (74, 82, 'LOCALIZAÇÃO')]}"
"Comida sempre muito bem feita, e acompanhada de um atendimento muito bom (atendente MAXWELL). Volto 1000 vezes...","{'entities': [(0, 6, 'COMIDA'), (51, 62, 'SERVIÇO'), (84, 91, 'SERVIÇO')]}"
"Atendimento impecável do garçom Mário Sérgio. Prato delicioso, ambiente muito agradável. Jantar incrível.","{'entities': [(63, 71, 'AMBIENTE'), (46, 51, 'COMIDA'), (89, 95, 'COMIDA'), (0, 11, 'SERVIÇO'), (25, 44, 'SERVIÇO')]}"
"Fui atendida pelo Reginaldo, tomamos um chopp e uma caipirinha de frutas vermelhas (maravilhosa) jantamos um  Spagetti com molho vermelho e fechamos com chave de ouro","{'entities': [(110, 137, 'COMIDA'), (40, 45, 'BEBIDA'), (52, 82, 'BEBIDA'), (18, 27, 'SERVIÇO')]}"
"Excelente atendimento, lugar perfeito em família!!! Espaço kids maravilho ambiente millll 🎉🥰❤️🎂🎊🎊🎊🎊🎊🙏🙏🥰🥰🥰🥰🥰","{'entities': [(52, 63, 'AMBIENTE'), (74, 82, 'AMBIENTE'), (23, 28, 'GERAL'), (10, 21, 'SERVIÇO')]}"
"Ótimo atendimento, comida excelente. A brinquedoteca é cobrada à parte mas é muito pequena: fomos almoçar dois dias depois da inauguração, não tinha muita gente mas já tinha cinco crianças, e com mais uma ou duas já ficaria cheia. Com certeza não dará conta nos...Mais","{'entities': [(39, 52, 'AMBIENTE'), (19, 25, 'COMIDA'), (6, 17, 'SERVIÇO')]}"
"Adorei o lugar, ambiente agradável, atendimento excelente, comida perfeita! Fomos atendidos com a maior atenção, educação e respeito.  O garçom Lidinaldo que nos atendeu nos deixou muito á vontade.","{'entities': [(16, 24, 'AMBIENTE'), (9, 14, 'GERAL'), (59, 65, 'COMIDA'), (36, 47, 'SERVIÇO'), (137, 153, 'SERVIÇO')]}"
"Excelente atendimento,  comida de ótima qualidade e bastante farta. Ambiente elegante e confortável. Preços justos.","{'entities': [(68, 76, 'AMBIENTE'), (24, 30, 'COMIDA'), (10, 21, 'SERVIÇO'), (101, 107, 'PREÇO')]}"
Adoramos o restaurante. Desde as entradas ate o prato principal. A sobremesa incrivelmente sugerida pelo garcom william ceara! Super recomendo!,"{'entities': [(11, 22, 'GERAL'), (33, 41, 'COMIDA'), (48, 63, 'COMIDA'), (67, 76, 'COMIDA'), (105, 125, 'SERVIÇO')]}"
"Conheci o Coco Bambu de Vila Velha e achei tudo excelente, desde a estrutura, os garçons, atendimento... Já fui em Fortaleza e Brasília fiquei em dúvida qto a cardápio, mas são todos padrão. Fiquei muito feliz porque não saiu do esperado, como a experiência nas...Mais","{'entities': [(67, 76, 'AMBIENTE'), (10, 20, 'GERAL'), (159, 167, 'COMIDA'), (81, 88, 'SERVIÇO'), (90, 101, 'SERVIÇO'), (24, 34, 'LOCALIZAÇÃO'), (115, 124, 'LOCALIZAÇÃO'), (127, 135, 'LOCALIZAÇÃO')]}"
"Nota 1.000 para o restaurante em todos os quesitos, incluindo o atendimento da garçonete Joice. Parabéns","{'entities': [(18, 29, 'GERAL'), (64, 75, 'SERVIÇO'), (79, 94, 'SERVIÇO')]}"
"Atendimento excelente, muito atenciosos, fácil acesso, ótima indicação e local seguro! Com certeza voltaremos :)","{'entities': [(73, 78, 'GERAL'), (0, 11, 'SERVIÇO')]}"
"Ambiente super agradável com vista para o mar, confortável, excelente opções de prato e atendimento de qualidade.","{'entities': [(0, 8, 'AMBIENTE'), (29, 34, 'AMBIENTE'), (80, 85, 'COMIDA'), (88, 99, 'SERVIÇO')]}"
"Atendido pelo Rafa! Sensacional, muito simpático  Comida de qualidade! Espaço kids, excelente atendimento.","{'entities': [(71, 82, 'AMBIENTE'), (50, 56, 'COMIDA'), (14, 18, 'SERVIÇO'), (94, 105, 'SERVIÇO')]}"
"Ótimo atendimento, e uma sugestão maravilhosa de sobremesa do garçom Diones!!! Um cooke top da casa feito na hora!!!","{'entities': [(49, 58, 'COMIDA'), (82, 87, 'COMIDA'), (6, 17, 'SERVIÇO'), (62, 75, 'SERVIÇO')]}"
"O restaurante está sempre cheio, é barulhento e a música ambiente é alta. A comida é gostosa e, dependendo do prato, ele serve mais de duas pessoas. Já aconteceu de irmos duas vezes e faltar a luz, impossibilitando a cozinha de servir pratos e termos...Mais","{'entities': [(35, 45, 'AMBIENTE'), (50, 56, 'AMBIENTE'), (193, 196, 'AMBIENTE'), (2, 13, 'GERAL'), (76, 82, 'COMIDA'), (110, 115, 'COMIDA'), (235, 241, 'COMIDA')]}"
Super excelente. Principalmente o atendimento do Atilia. A comida veio super rápido e deliciosa………..,"{'entities': [(59, 65, 'COMIDA'), (34, 45, 'SERVIÇO'), (49, 55, 'SERVIÇO')]}"
"Fomos surpreendidos com a inauguração recente desse novo modelo do restaurante Coco Bambu. Andando pelo shopping Vila Olimpia resolvemos conhecer. Os atendentes são extremamente educados e atenciosos, num nível acima do comum. Conhecem muito bem o cardápio e dão sugestões. Existem as promoções que ficam...Mais","{'entities': [(67, 89, 'GERAL'), (248, 256, 'COMIDA'), (150, 160, 'SERVIÇO'), (285, 294, 'PREÇO'), (104, 125, 'LOCALIZAÇÃO')]}"
O atendimento muito lento e indeciso  Não sabia espricar as dúvidas que eu tinha precisa treinar os garçons comida nada de especial não recomendo não voltarei.,"{'entities': [(108, 114, 'COMIDA'), (2, 13, 'SERVIÇO'), (100, 107, 'SERVIÇO')]}"
"Funcionários super atenciosos, em especial o Maitre Bruno que nos prestou um excelente atendimento, com um humor incrível!! Comida extremamente boa!! Com certeza, voltaremos!!","{'entities': [(124, 130, 'COMIDA'), (0, 12, 'SERVIÇO'), (45, 57, 'SERVIÇO'), (87, 98, 'SERVIÇO')]}"
"Atendimento  do Garcon Guilherme excelente. Prato muito bem servido: Camarão Internacional, delicioso👏👏","{'entities': [(44, 49, 'COMIDA'), (69, 90, 'COMIDA'), (0, 11, 'SERVIÇO'), (16, 32, 'SERVIÇO')]}"
"Excelente atendimento e comida! Musica boa, parque sensacional. Atendimento pelo Constantino de excelente qualidade.","{'entities': [(32, 38, 'AMBIENTE'), (24, 30, 'COMIDA'), (10, 21, 'SERVIÇO'), (64, 75, 'SERVIÇO'), (81, 92, 'SERVIÇO')]}"
"Boa opção para quem gosta de frutos do mar. Das entradas à sobremesa, passando pelo prato principal, tudo impecável. Vale a pena conferir,","{'entities': [(4, 9, 'GERAL'), (29, 42, 'COMIDA'), (48, 56, 'COMIDA'), (59, 68, 'COMIDA'), (84, 99, 'COMIDA')]}"
"Música boa, prato ótimo sirigado com Camarões. Fomos atendidos pelo garçom Flávio e tivemos um excelente atendimento.","{'entities': [(0, 6, 'AMBIENTE'), (12, 17, 'COMIDA'), (24, 45, 'COMIDA'), (68, 81, 'SERVIÇO'), (105, 116, 'SERVIÇO')]}"
"Ótimo atendimento  Garçons Silva, Genilton e Luscreudo foram mt prestativos  Recomendo esse restaurante","{'entities': [(92, 103, 'GERAL'), (6, 17, 'SERVIÇO'), (19, 32, 'SERVIÇO'), (34, 42, 'SERVIÇO'), (45, 54, 'SERVIÇO')]}"
"Ambiente lindo. Garçons atenciosos. Comida fantástica. Bebidas deliciosas. Procure chegar antes das 20 horas, pois tem happy hour com ótimas promoções. Pra quem está em Fortaleza, vale muito a pena vir nesse lugar. Com certeza irá querer repetir","{'entities': [(0, 8, 'AMBIENTE'), (208, 213, 'GERAL'), (36, 42, 'COMIDA'), (55, 62, 'BEBIDA'), (119, 129, 'BEBIDA'), (16, 23, 'SERVIÇO'), (141, 150, 'PREÇO'), (169, 178, 'LOCALIZAÇÃO')]}"
"Excelente atendimento e serviço, lindo lugar, comida maravilhosa, ambiente super agradável, aconchegante, música ao vivo maravilhosa. Ótimo para casal romantico.","{'entities': [(66, 74, 'AMBIENTE'), (106, 112, 'AMBIENTE'), (39, 44, 'GERAL'), (46, 52, 'COMIDA'), (10, 21, 'SERVIÇO'), (24, 31, 'SERVIÇO')]}"
Todos os aniversários da nossa família comemoramos nesse restaurante. A última experiência foi excelente! Fomos atendidos pelo Igor.,"{'entities': [(57, 68, 'GERAL'), (127, 131, 'SERVIÇO')]}"
"Restaurante um pouco caro, mas vale a pena. Em média os pratos de camarão custam de R$120 a R$190.            Serviço excelente!","{'entities': [(0, 11, 'GERAL'), (56, 62, 'COMIDA'), (66, 73, 'COMIDA'), (110, 117, 'SERVIÇO'), (21, 25, 'PREÇO'), (84, 89, 'PREÇO'), (92, 97, 'PREÇO')]}"
"Neste restaurante o acongego é primordial, os pratos mais procurados são os filés de tilapia sempre grelhados, acompanhados de camadas de batatas,arroz branco,alcaparras,salsinha,fazerm tambem com crosta de alho  pesto de cebola caramelizada e outros. amo.","{'entities': [(6, 17, 'GERAL'), (46, 52, 'COMIDA'), (76, 109, 'COMIDA'), (127, 145, 'COMIDA'), (146, 158, 'COMIDA'), (159, 169, 'COMIDA'), (170, 178, 'COMIDA'), (197, 211, 'COMIDA'), (213, 241, 'COMIDA')]}"
Gostei muito! Ambiente agradável com comida deliciosa. Também fui bem atendido pelo atencioso garçom Jonceliano.,"{'entities': [(14, 22, 'AMBIENTE'), (37, 43, 'COMIDA'), (94, 111, 'SERVIÇO')]}"
"Bom atendimento, boa comida e ambiente legal! Fica perto dos hotéis da zona norte. Vale a vinda! 👍👍👍","{'entities': [(30, 38, 'AMBIENTE'), (21, 27, 'COMIDA'), (4, 15, 'SERVIÇO'), (71, 81, 'LOCALIZAÇÃO')]}"
"Lugar delicioso,comida nota 1000 ambiente familiar, atendimento incrível, todos os funcionários atenciosos e carinhosos super recomendo garçom Ronaldo super educado,simpático, atenção nota 10!!!","{'entities': [(33, 41, 'AMBIENTE'), (0, 5, 'GERAL'), (16, 22, 'COMIDA'), (52, 63, 'SERVIÇO'), (136, 150, 'SERVIÇO')]}"
"Já fui em várias unidades do restaurante. O que mais me impressiona é o padrão alcançado em todas. Gosto muito do serviço, e acho a comida impecável. Único defeito é que em Salvador achei que demorou bem mais para chegar o prato, quando comparado com...Mais","{'entities': [(29, 40, 'GERAL'), (132, 138, 'COMIDA'), (223, 228, 'COMIDA'), (114, 121, 'SERVIÇO'), (173, 181, 'LOCALIZAÇÃO')]}"
"O local é bem agradável e dependendo da mesa tem uma linda vista! O atendimento é correto e o ponto alto na minha avaliação é a qualidade e quantidade de alguns pratos, o Camarão Internacional por exemplo serve 4 pessoas tranquilamente e é delicioso!","{'entities': [(40, 44, 'AMBIENTE'), (59, 64, 'AMBIENTE'), (2, 7, 'GERAL'), (161, 167, 'COMIDA'), (171, 192, 'COMIDA'), (68, 79, 'SERVIÇO')]}"
"Comida maravilhosa, atendimento diferenciado! SEMPRE fomos muito bem recebidos e é sempre a melhor opção para frutos do mar principalmente. Não tem erro!  Feche os olhos e peça, sem medo e seja feliz!   Experimentem a Caipi Coco Frozen no Coco é surreal de Bom!   Recomendo...Mais","{'entities': [(0, 6, 'COMIDA'), (110, 123, 'COMIDA'), (218, 243, 'BEBIDA'), (20, 31, 'SERVIÇO')]}"
"Já provei alguns pratos, mas meu favorito é o camarão internacional. Muito bem servido mas a comida é pesada.","{'entities': [(17, 23, 'COMIDA'), (46, 67, 'COMIDA'), (93, 99, 'COMIDA')]}"
Excelente atendimento do nosso amigo Sousa noite esplêndida comida divina ambiente muito agradável recomendo,"{'entities': [(74, 82, 'AMBIENTE'), (60, 66, 'COMIDA'), (10, 21, 'SERVIÇO'), (37, 42, 'SERVIÇO')]}"
ótimo atendimento garçom Eliomario!! boa indicação e comida excelente. extremamente bem atendido......,"{'entities': [(53, 59, 'COMIDA'), (6, 17, 'SERVIÇO'), (18, 34, 'SERVIÇO')]}"
"Atendimento excelente!! Garçom Domingos muito prestativo, atencioso!! Voltaremos com certeza com a família completa!!","{'entities': [(0, 11, 'SERVIÇO'), (24, 39, 'SERVIÇO')]}"
"No de São Luís é a primeira vez que fui e amei. Como sempre a qualidade da comida e bebida é maravilhoso, Terminei minha estadia na cidade com chave de ouro. Comi uma casquinha de carangueijo e depois camarão na moranga divino só não aceitamos...Mais","{'entities': [(75, 81, 'COMIDA'), (167, 191, 'COMIDA'), (201, 219, 'COMIDA'), (84, 90, 'BEBIDA'), (6, 14, 'LOCALIZAÇÃO')]}"
