,Unnamed: 0,nomeRestaurante,curtidas,rating,dataVisita,dataPublicacao,comentario,titulo,IDUsuarioFK
1236,89154,Coco Bambu Campo Grande,0,5,2022-1-1,2022-1-23,"Gostaria de agradecer e elogiar o serviço de vocês. A comida estava deliciosa e o atendimento maravilhoso, fui atendida pelo Anor , que por sinal é um excelente profissional !  Com certeza voltarei mais vezes",Melhor jantar,amandapP3859DJ
1237,117220,Coco Bambu Santo André,0,5,2019-2-1,2019-2-25,"Comemoramos nosso aniversário de 7 anos de casamento nesta unidade. Optamos, para experimentar, o prato “Peixe delícia “, que nos encantou. O atendimento foi impecável, como sempre. Ao comentarmos sobre nossa data especial, fomos agraciados com um mimo pelo garçom Ronaldo, para que tenhamos mais...Mais",Almoço de bodas com “Peixe delícia “ ,daniloferres
1238,22777,Coco Bambu Brasília Shopping,0,5,2018-4-1,2018-4-4,"E atendimento perfeito pelo garçom Ramon, ambiente agradabilíssimo, vale conhecer esse maravilhoso Restaurante .",O melhor almoço da minha vida.,Maria José S
1239,188661,Coco Bambu Ribeirao Preto,0,5,2016-9-1,2016-9-14,"Atendimento bom, comida excelente  e local agradável.  Rapidez no preparo e apresentação dos pratos muito boa.",Muito bom,Ricardozc
1240,56722,Coco Bambu Campinas,1,5,2016-4-1,2016-4-23,"Localizado no Iguatemi, especializado em frutos do mar. Precisa chegar cedo porque possui muita fila. Ambiente bonito, preço justo, destaque de sobremesa para a cocada com sorvete.",Excelente ,Laurinhabranco
1241,172230,Coco Bambu Lago Sul,0,4,2018-11-1,2018-12-11,"Vista excelente na varanda externa. Atendimento bom. Comida bom, poderia ser mais elaborada, parece ser mais do mesmo, mesmo molho para uma diversidade de pratos, essa é a impressão que fica.",Muito bom,pedrojralves
1242,57254,Coco Bambu Águas Claras,3,5,2018-6-1,2018-6-18,Ótimo atendimento com um dos melhores cardápios do Brasil! Sempre indico! Franquia de alto nível. Parabéns!,Nível Cocobambu de sempre! ,GuilhermeLara
1243,14410,Coco Bambu Market Place,1,5,2019-12-1,2019-12-20,"Atendimento excelente. Super atencioso, simpático e gente fina. Almoço incrível.  Como bambu é super confortável a acolhedor.",Atendimento Osmar,Deborah I
1244,92172,Coco Bambu Anhembi,0,5,2022-1-1,2022-1-22,Amanda quem nos atendeu  Comida ótima uma delícia  Muito bem atendida  Sempre estamos aqui ou pedimos para entregar,Jantar,Cosmopolitan521275
1245,186249,Coco Bambu - Dom Pastel,0,5,2022-1-1,2022-1-9,"Uma delícia de restaurante! História muito legal e fontada pelos funcionários, que por sinal, são excelentes!!",Excelente!,Trip670501
1246,149863,Coco Bambu Bahia,0,5,2019-11-1,2019-11-28,"Ótimo atendimento, pratos muitos gostosos. Ótimo parabéns, clima muito bom, música ao vivo ótima, variedade de pratos",Aniversário,K7665EBingrids
1247,131803,Coco Bambu Lago Sul,0,5,2014-7-1,2015-4-24,"Realmente um dos melhores restaurantes de BSB, o camarão é sensacional, ambiente muito bom e atendimento também.",Camarão ótimo!!!!,freireramos
1248,7801,Coco Bambu Sul Restaurante,1,5,2020-2-1,2020-3-5,"O Coco Bambu Sul é um dos melhores restaurantes de Fortaleza. Alem da comida ser saborosa, o ambiente é de excelente nom gosto.",Jantar de aniversario,jacque_mourao
1249,161663,Coco Bambu Bahia,0,4,2013-10-1,2013-10-18,"Restaurante pertence a uma rede que possui filiais em PI, CE, SP. Pratos muito bem servidos, com excelente variedade e atendimento de primeira.  O ambiente é requintado, com som ambiente. Possui uma boa carta de vinhos.",Recém Reformado,Rafael B
1250,170459,Coco Bambu Frutos do Mar,1,5,2020-9-1,2020-9-24,"Amei, Sr, Evandro nos atendeu muito bem. Comida maravilhosa, vista incrível, som ambiente perfeito...",almoço com as amigas,giordanamartins
1251,61288,Coco Bambu Cuiabá,1,5,2019-4-1,2019-4-13,"O garçom Paulo Higino nos atendeu muito bem,  o prato estava excelente, com uma rapidez surpreendente e o ambiente extremamente agradável. Recomendo!",Almoço,Marcelo C
1252,34981,Coco Bambu Frutos do Mar,0,5,2018-11-1,2018-11-27,"Por um preço justo (mas alto) come-se bem, dividindo o prato por umas 3 ou 4 pessoas.  Em relação a qualidade da comida: Excepcional.  Merece 5 estrelas.",Excelente,carloscG6159SP
1253,101114,Coco Bambu JK,0,5,2018-5-1,2018-5-7,Peixe pizzaiolo + praia Olinda Ambiente muito bom e pratos maravilhosos   Fomos atendido pelo garçom Rodrigo Uchoa👏🏼👏🏼👏🏼👏🏼👏🏼,Aniversário,AdilsonRamirez
1254,16982,Coco Bambu Anhembi,0,5,2019-3-1,2019-3-25,"Um lugar de ótimo atendimento e todos os funcionários simpáticos (Juliano,Maître Cristóvão e Miguel), sem exceções, ambiente com música de qualidade e acolhedor.",Muito bom,mariacarolinab0
1255,70928,Coco Bambu Brasília Shopping,0,5,2018-12-1,2018-12-11,"O restaurante é simplesmente perfeito em qualquer horário, seja para o almoço ou para o jantar. Todas as vezes que tenho reuniões próximas ao Brasilia Shopping, faço questão de almoçar ou jantar neste restaurante. A comida é deliciosa e o atendimento perfeito. Indico com certeza.",Ótimo lugar para qualquer ocasião especial,Sidney D
1256,118368,Coco Bambu SP Market,2,5,2019-12-1,2019-12-16,"O Coco Bambu é uma referência de atendimento para mim. Desde o momento em que cheguei, até o em que sai do local, minha experiência foi excelente.  Pedimos uma Tilápia à parmegiana que estava muito equilibrada e saborosa. O prato chegou na temperatura adequada e...Mais",Agradabilíssimo!!!,brunofcorrea
1257,60831,Coco Bambu Campinas,0,5,2017-7-1,2017-7-26,"excelente restaurante, especialidade frutos do mar, estivemos eu, minha esposa e filha ontem 25/07/2017, fomos muito bem atendido tanto pelo maitre Marcelo como pelo garçom Lucas Carmona, ambiente muito requintado, pedimos camarão internacional prato para 3 pessoas mas serviria tranquilamente 4 ou 5 pessoas, muito...Mais",coco bambu excelente,FlavioV153
1258,95608,Coco Bambu Santo André,0,5,2019-9-1,2019-9-13,Muito bom! Comemoramos o niver da minha mamis! E o atendimento do Giovani foi um show!!! Super recomendo!! 😘😘,Aniversário,Van L
1259,78975,Coco Bambu Manaus,0,5,2017-9-1,2017-9-29,"Melhor restaurante, amei, super bem atendida, fomos atendidos muito gentilmente pelo Garçom Pablo e pelo querido Sommelier Carlos!",Aniversário Cleilton,Ruth D
1260,120107,Coco Bambu Frutos do Mar,0,5,2016-7-1,2016-7-11,"Almoçamos no Coco Bambu em 02/07/2016. Estávamos em 6 pessoas (4 adultos e 2 crianças). Pedimos os seguintes pratos: 2 pratos Kids (frango, arros e fritas); 1 peixe praiano (peixe com molho de manga, gengibre, coberto por castanhas, arroz com brócolis e purê de abóbora;...Mais","Comida deliciosa, atendimento exemplar!",Luciana_Fernandes4
1261,170305,Coco Bambu - Dom Pastel,0,5,2017-12-1,2017-12-2,"A cerveja é estupidamente gelada, vem pra mesa, branca.  O caranguejo, faltou barriga pra comer mais. O pastel é muito grande, bem recheado e muito saboroso.  O atendimento é muito bom.  Recomendo.",Cerveja estupidamente gelada e caranguejo de primeira,Flávio F
1262,91659,Coco Bambu Anália Franco,0,5,2019-4-1,2019-4-13,Comemoração dos nossos 25 anos juntos. Excelente atendimento do garçom Joemir e gerente Charles. Obrigada!,Excelente,Tatiana S
1263,163173,Coco Bambu Frutos do Mar,0,4,2014-3-1,2014-3-6,O cardápio é gigantesco com muitas opções. Um prato serve 3 pessoas fácil. O atendimento é de um bom padrão,Muito bom,Flavio_Amaral
1264,166835,Coco Bambu Restaurante,0,5,2018-10-1,2018-10-17,"Nota 10 ,atendimento top!!Lugar sofisticado ,comida deliciosa ,ficamos estarrecidas com a  delicadeza dos funcionários; vcs fizeram a diferença, voltarei em breve!!",Comemorar dia do professor,Marina A
1265,101338,Coco Bambu Frutos do Mar,1,5,2020-3-1,2020-3-8,"O atendimento do Beto foi excelente, atenciosíssimo é super educado.  A comida estava de excelência, inclusive experimentamos a carne de sol que estava muito saborosa. A música de muita qualidade.",Dia internacional das mulheres,Pribarbosa88
1266,102005,Coco Bambu Meireles,0,5,2018-6-1,2018-6-12,"Pedimos o prato camarão OLINDA, muito bom, e nos deixou muito satisfeitos. Muito bem atendida pelos garçons Abraão, Glauber, Ocion.",Almoço,Brisa D
1267,38180,Coco Bambu Anhembi,0,5,2019-3-1,2019-3-17,"Adoramos o coco bambu! Comida sempre excelente, atendimento cortês e prestativo. Da ultima vez fomos atendidos pelo Alexandre e adoramos! Sempre um bom programa!",Sempre agradável ,carol_tsu
1268,154141,Coco Bambu Anália Franco,0,4,2016-5-1,2016-5-15,"Ótimo restaurante com excelente qualidade tanto nos serviços quanto na culinária .  Apesar de muito cheio, já na chegada, o manobrista de forma bastante dinâmica auxiliou com a entrada do veículo . Na recepção, fui extremamente bem atendido e a cordialidade até o momento de...Mais",Coco Bambu Anália Franco,Romulo E
1269,135017,Coco Bambu - Dom Pastel,0,5,2017-8-1,2017-8-4,"Gostaria de elogiar o EXCELENTE atendimento do José Carlos. Sempre dou bem atendida, mais o atendimento do José Carlos surpreendeu a todos presentes pois ele é muito cuidadoso e atencioso.",Atendimento,Connector364264
1270,144511,Coco Bambu Iguatemi Brasilia,1,5,2021-9-1,2021-9-13,"Excelente ambiente, cardápio de bebidas, cardápio de entradas e atendimento feito por Christian!!!!!Mais",Reunião agradável,tpr0106
1271,172910,Coco Bambu,0,5,2019-11-1,2019-11-8,"Atendimento excelente, ótimo ambiente, comida saborosa...um bom lugar para passar um tempo com a família",Muito bom ,juliatferoldi
1272,111564,Coco Bambu Brasília Shopping,1,5,2017-12-1,2018-8-27,"Durante a semana no almoço, o restaurante oferece um buffet com enorme variedade de pratos. Desde o clássico camarão internacional até saladas variadas. Vale muito a pena. Vá com tempo e fome. E aproveite!",Um buffet sensacional,Estevaneoliver
1273,73388,Coco Bambu Flamboyant,0,4,2014-12-1,2015-7-17,"O restaurante é a La Carte, com pratos bem servidos e saborosos. Gosto muito do de Brasília que fica na beira do Lago Paranoá, e o de Goiânia foi tão bom quanto. O carro chefe é o Camarão Internacional que serve bem 3 pessoas, e...Mais",Tão bom quanto o de Brasília,LauraGomes
1274,133373,Coco Bambu Santo André,0,5,2019-8-1,2019-8-28,"O dia de hoje foi maravilhoso desde a chegada até o final do evento, O metri Acrisio Alves Que cuidou de nossa mesa foi essencial e incrível, atencioso , com muito receptividade, muito cuidado , zelo e cuidado, dando todo suporte e indicações. A casa...Mais",Comemoração ,Letícia M
1275,117502,Coco Bambu JK,0,5,2018-5-1,2018-5-19,Atendimento de Kot e Fernando sensacional! Fomos muito bem atendidos!  Comida excelente! Adoramos a música ao vivo!,Jantar maravilhoso,Heloísa Helena O
1276,167131,Coco Bambu JK,0,5,2017-12-1,2017-12-6,"Atendido bem por Clayton Viana e Marcelo. Comida, ambiente e atendimento excelente. Recomendo este local.",Almoço comemoração niver,Fernando H
1277,55776,Coco Bambu São Luís,0,4,2015-8-1,2015-8-31,"Trata-se de um restaurante enorme e muito bonito, um cardapio extremamente variado e ainda dispõe de algumas ""promoções"", como por exemplo o Camarão internacional, um prato de R$ 92,00 que serve 4 pessoas; o grande problema está na falta de informação no cardápio (serve quantas...Mais",Ideal para família/grupos,naduvidavoe
1278,147337,Coco Bambu SP Market,0,5,2018-11-1,2018-11-18,"Ótimo  restaurante, atendimento sensacional, todos atenciosos e simpáticos. Recomendo  e retornarei em breve.",Aniversário de 1 ano de casamento,Talita B
1279,135966,Coco Bambu Bahia,0,4,2015-8-1,2015-8-22,"Ótimo lugar para pedir pratos de camarão, com grande variedade. O suco de morango com cupuaçu também é uma delícia. Garçons perdidos e demora acabam tirando um pouco da satisfação do cliente.","Excelente comida, mas serviço deixa a desejar",Diego R
1280,66654,Coco Bambu Brasília Shopping,0,5,2016-3-1,2016-7-1,"ótimo restaurante de de frutos do mar, comida excelente e atendimento nota 10, já fui várias vezes, vale muito a pena",ótimo,Gegebsb
1281,2623,Coco Bambu Frutos do Mar,0,5,2017-9-1,2017-9-28,Pratos fantásticos com muito sabor! Ambiente agradável! Atendimento impecável do André! Recomendo!!!!!,Excelente ,508lucianaf
1282,140962,Coco Bambu Lago Sul,0,5,2018-5-1,2018-5-29,"Almoço excelente com o serviço nota 10, principalmente o atendimento especial que o Queiroz nos proporcionou. Forte abraço.",Almoço,CharlesZponto
1283,136994,Coco Bambu Santo André,0,5,2019-8-1,2019-8-8,"Ambiente agradável, pratos excelentes e um ótimo atendimento de Herman e Braga!!! Parabéns!! AMEEEEEI!",Almoço com a equipe de trabalho,Carol_rocha_08
1284,138989,Coco Bambu Frutos do Mar,0,5,2016-7-1,2016-8-14,"Excelente restaurante. Vista maravilhosa para o mar. Muita variedade de pratos e são bem servidos, indico o prato Camarões Internacional e Camarões à grega , serve quatro pessoas. Tem prato para crianças. Preço excelente.",Maravilhoso,eduardo l
1285,1281,Coco Bambu Uberlândia,1,4,2018-11-1,2018-11-6,"O local tem um projeto muito agradável com boa acústica e música ao vivo diária. O atendimento é muito bom com garçons educados e disponíveis. O menu é amplo e variado com muitas opções de vinhos e a comida farta, bem temperada e gostosa. As...Mais",Agradável programa,ciceron943
1286,185807,Coco Bambu Frutos do Mar,0,4,2015-9-1,2015-9-12,"O ambiente é lindo, a vista incrível, o atendimento perfeito e os pratos bem caprichados, mas o preço é compatível com tudo isso, ou seja, é um pouco mais caro! Vá ao restaurante para um momento especial, fazendo a reserva antecipadamente, pois o restaurante está...Mais",Muito bom!,Mine88_14
1287,87412,Coco Bambu Anhembi,0,5,2018-5-1,2018-5-1,"Restaurante excelente e equipe extremamente gentil e prestativa. Thiago, que nos atendeu, foi muito prestativo, nos dando atenção o tempo todo. Realmente recomendo",Almoço de família ,Mirella P
1288,128314,Coco Bambu Market Place,1,5,2018-8-1,2018-8-6,"Muito bom, bom atendimento,comida boa,limpo,organizado, música boa de se ouvir, suco uma delícia ⭐⭐⭐⭐⭐","Avaliação, nota",Antonella R
1289,180772,Coco Bambu Brasília Shopping,0,2,2019-7-1,2019-7-24,"Jantando no Coco Bambu no Brasília shopping, que decadência, entrada de casquinho de caranguejo 🦀 FRIO, prato de fettuccine com Camarões 🦐 FRIO 🥶!!!!! Lamentável!!!!! E o pior o garçom como não havia colocado os pratos na mesa manda o outro garçom voltar com o...Mais",Jantar com meu amor ,754wilmar
1290,57572,Coco Bambu Águas Claras,1,5,2017-8-1,2017-8-21,"Fica bem localizado, fácil acesso, estacionamento coberto  (pago, R$ 0,08 por minuto), ambiente ótimo, musica ao vivo, atendimento ótimo, chegue cedo nos fds, cardápio muito variado, fica até difícil escolher um prato, limonada suiça não é boa (rsrs).",Ambiente e atendimento impecáveis,Daquinofreitas
1291,159837,Coco Bambu Conceito Vila Olímpia,0,5,2020-11-1,2020-11-8,Excelente atendimento do Gustavo. Excelente a comida. Ambiente excelente. Mojito top. Camarão excelenteMais,Coco bambu,66ot_vioc
1292,89012,Coco Bambu Ribeirao Preto,1,5,2019-8-1,2019-8-16,"Ótimo local, comida e atendimento. Fomos muito bem atendidos pelo Fred, uma pessoa muita simpática, nota 10!",Jantar de aniversário da esposa,pedroalencar88
1293,45364,Coco Bambu - Dom Pastel,1,5,2019-11-1,2019-11-3,Marquei com uns amigo de infância estamos bem atendido pelo que comida maravilhosa que lugar agradável.,Encontro da infância,paulocI8625MJ
1294,131025,Coco Bambu Anhembi,1,5,2019-8-1,2019-8-26,"Experiência única, refeição sublime, espumante gelado e, principalmente, atendimento nota 1000 do garçom Silvio Félix.",Almoço de Trabalho,JanaExposito
1295,129610,Coco Bambu Lago Sul,0,5,2020-8-1,2020-8-14,"Macarrão com camarões maravilhoso e atendimento do garçom excelente, bebida gelada e ambiente agradável.",Atendimento excelente ,marcinhof2018
1296,145534,Coco Bambu São Luís,0,5,2021-11-1,2021-11-25,Eu super indico o restaurante e também super indico o atendimento do garçom Janeilson que foi super atencioso conosco . Atendendo de qualidade!,Atendimento excelente,345patr_ciab
1297,79096,Coco Bambu,0,5,2017-12-1,2017-12-22,Excelente atendimento e ótima localização para um delicioso happy hour ou mesmo um almoço de negócios.,Happy hour,alexandremB2893GS
1298,170682,Coco Bambu SP Market,1,5,2020-3-1,2020-3-4,"Restaurante perfeito, desde o atendimento à comida .Musica ambiente de muito bom gosto. Toda vez que vou é muito prazeroso.Parabéns a equipe toda.",Restaurante perfeito,Inspire745347
1299,57865,Coco Bambu Sul Restaurante,0,4,2016-8-1,2016-9-16,"O atendimento é sempre muito rápido e possui estacionamento (tem uns horários gratuitos). O camarão internacional é muito gostoso e serve muito bem. A carne de sol sertaneja é excelente (quando jantei esse prato percebi que podia ter sido melhor dessalgada), demora um pouco mais...Mais",Camarão Internacional,MariiMendonca
1300,19484,Coco Bambu Anália Franco,0,5,2017-9-1,2017-9-15,"Comemoramos nosso aniversário de 5 anos de casados no restaurante e fomos tratados como no grande dia: com muito carinho, atenção e mimos. Nosso muito obrigada ao gerente Charles e garçom Fernando por tornarem nossa noite tão especial!",Noite romântica ,Monique G
1301,123603,Coco Bambu Meireles,0,4,2015-4-1,2015-4-28,"Restaurante bem localizado. Pratos fartos, servem 3 ou 4 pessoas e bom atendimento. Os preços variam de 60 a 130 reais em média, mas todos os pratos são bem servidos. Gosto muito da salada de entrada e da caipiroska. O cardápio é nem variado. Tem...Mais",Boa comida e farta!,Karinapetrola
1302,54277,Coco Bambu Bahia,0,4,2015-8-1,2016-3-29,"Restaurante muito bonito e amplo com uma gastronomia nordestina requintada, baseada na tapioca em sua mais diversas formas. <ioto interessante e com um ambiente muito agradável.",gastronomia,yheblueone
1303,55255,Coco Bambu Meireles,0,5,2017-10-1,2018-7-25,"Durante nossa estadia de sete dias que ficamos hospedados próximo ao restaurante Coco Bambu, minha família composta por seis pessoas, jantamos três vezes neste restaurante. Pratos variados, saborosissimos, fartos e  com ótimo custo benefício. Indico sem ressalva a todos turistas que visitarem Fortaleza. Local de...Mais",Excelente jantar familiar a seis  pessoas,sergiookano
1304,125583,Coco Bambu Market Place,0,5,2016-3-1,2016-3-23,Já tinha ido almoçar na unidade JK e tinha adorado.  Desta vez fui jantar com a família. Pedimos o camarão mediterrâneo que dá para 4 pessoas tranquilamente + vinho e sobremesa.  Muito bom!! com certeza voltaremos.,Recomendadíssimo,Marie552013
1305,6201,Coco Bambu Floripa,0,5,2021-11-1,2021-11-5,"Fomos muito bem atendidos pelo Toni. Muito simpático, cordial e assertivo em suas sugestões. Excelente atendimento!!!",Janta em família,Davibm87
1306,145441,Coco Bambu Market Place,1,5,2019-7-1,2019-7-25,Fomos atendidos pelo garçom João Paulo e o mesmo foi muito atencioso e solícito. Ambiente agradável com música ao vivo. E os pratos vieram rápido e muito bem servidos.,Restaurante acolhedor,Adilson T
1307,21994,Coco Bambu Vila Velha,2,5,2019-5-1,2019-7-8,"Excente ambiente e cardápio . Local bonito, acolhedor e de fácil acesso e estacionamento.  Boa escolha para um encontro entre amigos, família e comemoração.",Boa escolha!,Angela N
1308,166041,Coco Bambu Brasília Shopping,2,2,2019-4-1,2019-4-14,"Serviço muito demorado.  Espera de 40 minutos no mínimo. As entradas de CAMARÃO EMPANADO e DADINHO DE TAPIOCA são deliciosas e não demoraram pra chegar. Todas as caipirinhas agradaram. O prato REDE DE PESCADOR que é um mix de lagosta, camarão, lula, peixe e mexilhão...Mais",Demoooooorado,driprado
1309,94142,Coco Bambu Anhembi,1,5,2019-10-1,2019-10-18,"O Gerente Natan reservou a mesa para minha família para comemorar o aniversario de 15 anos da minha irmã.  Atendimento impecável, comida muito saborosa e ambiente muito agradável!!  Recomendo!",Recepção 100% - Gerente Natan,matheusgoggi
1310,12835,Coco Bambu Bahia,0,5,2016-10-1,2016-11-22,"Cardápio enorme, com muitas opções. As comidas são muito saborosas e o preço parece alto, mas normalmente as porções são muito bem servidas! Gostava mais antes da reforma, com ambiente mais informal, porém recomendo!",Cardápio supervariado e para todos os gostos,reiser070
1311,173134,Coco Bambu Recife,0,5,2018-11-1,2018-11-30,Tudo ótimo. O atendimento do garçom João foi excelente. Os pratos estavam maravilhosos. Chegou rápida a comida. E os preços são ótimos também.,Celebrando as bênçãos,João G
1312,2695,Coco Bambu Lago Sul,0,5,2014-8-1,2015-2-5,"Eu gosto, sempre gostei e sempre vou gostar rs... Apesar da fila demoradérrima aos finais de semana, continua sendo um dos meus prediletos. Adoro comemorar aniversários lá, já foram pelo menos uns 5. Acho bem eclético, agrada todos os bolsos e paladares.",Caso de amor,MarinaR896
1313,6370,Coco Bambu Brasília Shopping,1,5,2017-4-1,2017-4-6,"Equipe muito educada e que conhece muito bem os pratos oferecidos, sempre com excelentes recomendações. Não se assuste com os preços, pois os pratos são MUITO fartos, servindo 4 pessoas tranquilamente na maioria das vezes.",Excelente!,Ferbol
1314,62096,Coco Bambu Frutos do Mar,1,5,2019-10-1,2019-10-4,"Lima e o gerente bakhtiar foram muito atenciosos e o atendimento foi excelente, ambiente muito agradável e com excrements musica ao vivo, recomendo!",Almoço romântico,Lourenço M
1315,38453,Coco Bambu Market Place,0,1,2019-4-1,2019-4-2,"Viemos pela primeira vez nesta unidade da rede Coco Bambu (já conhecemos outras). Serviço mediano, caipvodka  de orloff (fraca). Mas o pior foi que quando questionamos o couver artístico da conta o garçom respondeu que o músico estava no primeiro andar e que ouvimos a...Mais",Insatisfeito com a postura da casa,mariomT5194ZS
1316,185675,Coco Bambu Floripa,0,5,2022-1-1,2022-1-25,"Sempre nos surpreende os pratos, sempre visualmente surpreendentemente, e o sabor a verdadeiramente fascinante, fascinante",Sempre o mesmo padrão.,Roving12732751095
1317,188150,Coco Bambu Lago Sul,0,4,2015-12-1,2016-1-28,Chegue cedo e pegue uma mesa na varanda. Comida deliciosa e preço muito bom.  Vale a pena para ir em grupo.,Custo benefício excelente,Nicolli O
1318,46414,Coco Bambu Vila Velha,1,4,2017-7-1,2017-7-11,"Restaurante  com opções de camarão, bem preparados e no ponto exato. Tem opção para vegetarianos. Preço muito bom. Espaço físico bem bonito. Localização ótima. Deixou a desejar o atendimento, os garçons apesar de gentis estavam atrapalhados. O prato vegetariano foi esquecido,  veio apenas  quando todos...Mais",Bom restaurante para ir em grupo.,JUDITH C
1319,118583,Coco Bambu Market Place,1,5,2019-8-1,2019-8-28,"Fui atendido pelo garçom Müller, muito bem atendida e foi super simpática! Amei do restaurante... ❤️",Jantar,Raissa O
1320,50475,Coco Bambu,0,5,2015-6-1,2015-7-25,"O restaurante é maravilhoso. Servem muitos pratos saborosos e variados, com sobremesas deliciosas. Lugar muito bonito.",Delicioso,AnaSacramento2013
1321,92860,Coco Bambu Porto Alegre,0,5,2019-5-1,2019-6-4,"Já fui muitas vezes ao Coco Bambu aqui em Porto Alegre. Sempre fico muito satisfeito com a qualidade dos pratos de camarão. Recomendo o com nata e bananas carameladas, ou o ao catupiry.",Sempre excelente. Constância na qualidade do camarão.,481eliseup
1322,142455,Coco Bambu Vila Velha,0,4,2017-2-1,2017-3-14,"Restaurante bem legal, seguro por estar dentro de um shopping. Atendimento bom, ótima comida. Uma bela escolha para visitar.",Ótimo restaurante,Caroline P
1323,54730,Coco Bambu SP Market,1,5,2019-7-1,2019-7-24,Comida excepcional como sempre. Atendimento do Wagner muito cordial. Camilinha adorou o prato e até repetiu.,Jantar em família.,Dufaim
1324,60174,Coco Bambu Frutos do Mar,1,5,2020-2-1,2020-8-13,"Fomos jantar nesse restaurante  , comida muito farta, serve uma familia inteira, muito gostosa. preço acima da media ,mas vale a pena",boa comida,Danviajante2022
1325,120325,Coco Bambu Santo André,0,5,2019-5-1,2019-5-30,Excelente atendimento! Em especial o garçom Valdilei! E também o metre José Dias!  A comida estava excelente e o ambiente muito agradável,Aniversário da chefe,Vanessa R
1326,49606,Coco Bambu Lago Sul,0,5,2018-4-1,2018-4-29,Nota mil! A brinquedoteca é ótima e A comida é a mais gostosa de brasilia. A cocada é a melhor parte!fomos atendidos pelo Pedro. Recomendadíssimo!!,Almoço de domingo em família. Fomos atendidos pelo Pedro. Atendimento show!,502wanessaf
1327,56663,Coco Bambu Vila Velha,0,5,2017-2-1,2017-4-4,"Como não poderia deixar de ser, mais uma vez minha experiência no Coco Bambu foi excelente. Já fui ao Coco Bambu Fortaleza e Brasília e agora aqui em Vila Velha. Tudo perfeito, nada a reclamar. Atendimento excelente, ambiente agradável, comida maravilhosa! No dia que fomos...Mais",Excelente,Alexandra A
1328,123469,Coco Bambu Anália Franco,0,5,2017-12-1,2018-11-6,"Lugar excelente para comer bem, prato serve 2 pessoas e sobra! Ambiente bonito e agradável. Recomendo!",Parmegiana Maravilhoso!,laurasimonato9
1329,62621,Coco Bambu Flamboyant,0,5,2018-5-1,2018-5-31,Garçom chamado Messias muito bom para atender prestativo e um local bem agradável e espaço para crianças bem interativo!,Atendimento,Maria DA Gloria M
1330,173823,Coco Bambu JK,0,5,2016-3-1,2016-3-6,"Fomos num sábado no início da noite, por volta das 19h, e ainda tinham muitas mesas disponíveis. Por volta de 20h começou a encher. Os pratos são bem servidos, para 2 ou 3 pessoas. Poucas opções individuais. Pedimos camarões jangadeiros e estam deliciosos. De sobremesa,...Mais",Delicioso,laillamicas
1331,167010,Coco Bambu Porto Alegre,1,5,2018-2-1,2018-2-17,"Gostaria de agradecer ao Gleisson pelo ótimo atendimento, um diferencial! A culinária se destaca pela qualidade e o lugar é muito bem organizado.",Ótimo atendimento e boa culinária,Gabriel M
1332,47379,Coco Bambu São Luís,0,5,2022-6-1,2022-6-25,"Garçom Matheus Henrique nos atendeu muito bem, sempre com cordialidade e agilidade. O prato estava delicioso e atendimento excelente!",Cocobambu Slz,632ednal
1333,78579,Coco Bambu Anália Franco,0,5,2016-2-1,2016-2-9,"Somos frequentadores assíduos, em todas as vezes muito bem atendidos, em especial pelo Gerente Charles, educado, simpático, cordial, atencioso e perspicaz. Cardápio de Excelente Qualidade!",Excelente Escolha! ,AlinniLopes
1334,128486,Coco Bambu JK,0,3,2014-9-1,2015-5-27,"A comida é muito boa e os pratos são fartos, geralmente servem três pessoas ou mais. Pena que o atendimento é parecido com o de Fortaleza, demoraaaa.",Boa comida,ccarmelop
1335,135173,Coco Bambu Bahia,0,5,2016-7-1,2016-7-11,Adoro esse restaurante! Excelência em todos os sentidos! Agrada a todos! Destaque para a sobremesa DIVINA cocada ao forno com sorvete de creme.,Não me canso de elogiar! EXCELENTE!,PaulaPinaLopes
1336,122773,Coco Bambu - Dom Pastel,0,5,2017-9-1,2017-9-17,"Ambiente muito agradável, com ótimas opções de petiscos, pratos e bebidas. Drinks deliciosos e o grande destaque dos pratos é o Camarão Internacional! Atendimento 10!!!",Excelência em atendimento e gourmet ,Bethânia A
1337,122017,Coco Bambu Brasília Shopping,1,5,2017-5-1,2017-12-13,Um dos mais bonitos monumentos/palácios de arquitetura moderna da nossa capital....mais uma obra de Niemayer...recebe a maioria dos embaixadores/visitantes do exterior. Visitas guiadas que deve ser agendada por site ou telefone. Obras de artes recebidas como presentes de governos estrangeiros  estão expostas. Salas de jantar...Mais,Maravilhoso..,vluciavargas
1338,159759,Coco Bambu Brasília Shopping,0,5,2018-3-1,2019-2-12,Fui no almoço... buffet perfeito!!! Atendimento encantador. Recomendo o atum selado com crosta de gergelim! Perfeito,Super recomendo.,Journey747139
1339,27727,Coco Bambu Ribeirao Preto,0,5,2017-5-1,2017-5-9,"O restaurante muito bom, com uma estrutura impecável, ótima musica ambiente e claro uma boa comida, recomendo muito a sobremesa de cocada quente com sorvete de creme. O único ponto que deixa a desejar é o despreparo de alguns garçons.",Ótimo Restaurante,IGORSALMAZO
1340,5677,Coco Bambu Porto Alegre,0,5,2018-4-1,2018-4-8,Recomendo demais! Peter melhor garçom! Camarão Mediterrâneo melhor prato! Espumante gelada ! #vemquetem,Almoço de domingo,G1930TKpaulaf
